transaction_id,customer_id,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,transaction_type,location,device,is_foreign,is_high_risk_country,is_fraud
T3146,C53,46226,45210,0,37508,83734,CASH_IN,UK,Laptop,1,0,0
T3147,C438,29413,4607,0,29771,59184,CASH_IN,China,Mobile,1,0,0
T3148,C20,25913,10113,0,7609,33522,TRANSFER,USA,Mobile,1,0,0
T3149,C296,46235,15138,0,47416,93651,TRANSFER,Russia,Tablet,1,0,0
T3150,C435,34145,42127,7982,47728,81873,CASH_OUT,Nigeria,Tablet,0,1,0
T3151,C262,42149,30163,0,30253,72402,CASH_IN,Nigeria,Mobile,1,1,1
T3152,C286,23631,36480,12849,2844,26475,PAYMENT,Russia,Tablet,1,1,1
T3153,C391,32664,39755,7091,46349,79013,PAYMENT,Russia,Tablet,1,1,1
T3154,C142,2902,24844,21942,25939,28841,PAYMENT,UK,Mobile,1,1,0
T3155,C433,3403,19764,16361,37474,40877,CASH_OUT,India,Mobile,0,0,0
T3156,C340,46733,19403,0,14393,61126,CASH_OUT,Nigeria,Tablet,0,0,0
T3157,C172,25361,42303,16942,11666,37027,CASH_IN,UK,ATM,1,0,0
T3158,C97,45625,19921,0,34595,80220,PAYMENT,China,Tablet,1,0,0
T3159,C25,27153,36782,9629,1887,29040,CASH_OUT,China,Tablet,1,0,0
T3160,C430,47452,7820,0,1489,48941,CASH_IN,UK,Tablet,0,1,0
T3161,C55,37383,1088,0,21119,58502,CASH_OUT,UK,Tablet,0,0,0
T3162,C266,45335,7878,0,26747,72082,TRANSFER,China,Tablet,0,1,0
T3163,C117,32089,30292,0,11105,43194,CASH_IN,USA,Mobile,0,0,0
T3164,C346,2827,12674,9847,29831,32658,TRANSFER,Nigeria,Laptop,0,0,0
T3165,C214,43404,30188,0,29520,72924,CASH_IN,China,Laptop,0,1,0
T3166,C183,41298,19937,0,37521,78819,TRANSFER,USA,ATM,1,1,1
T3167,C68,30802,23583,0,15172,45974,PAYMENT,USA,ATM,1,1,1
T3168,C401,44736,39437,0,35451,80187,TRANSFER,UK,Laptop,0,1,0
T3169,C267,43731,13249,0,25963,69694,TRANSFER,China,ATM,1,1,1
T3170,C127,41837,27107,0,15218,57055,CASH_OUT,USA,Mobile,0,0,0
T3171,C282,25505,30075,4570,26834,52339,CASH_IN,China,ATM,0,0,0
T3172,C162,28449,32302,3853,32787,61236,PAYMENT,UK,Tablet,0,1,0
T3173,C373,45644,16873,0,19329,64973,TRANSFER,Russia,Tablet,1,1,1
T3174,C172,4896,2805,0,25803,30699,PAYMENT,UK,Tablet,0,0,0
T3175,C40,24972,18989,0,47763,72735,PAYMENT,China,Mobile,0,1,0
T3176,C355,23340,16049,0,11858,35198,CASH_OUT,China,ATM,0,0,0
T3177,C463,30009,23367,0,36316,66325,PAYMENT,China,Tablet,0,1,0
T3178,C84,43719,1440,0,25364,69083,CASH_OUT,Nigeria,Mobile,0,0,0
T3179,C124,20434,8451,0,29945,50379,CASH_OUT,USA,Laptop,1,0,0
T3180,C364,11852,23512,11660,47604,59456,PAYMENT,UK,Tablet,1,0,0
T3181,C342,10313,34410,24097,26925,37238,PAYMENT,Russia,Tablet,1,1,1
T3182,C273,47255,33127,0,41465,88720,CASH_OUT,China,Mobile,0,1,0
T3183,C29,43916,8005,0,26209,70125,CASH_IN,Russia,Tablet,0,0,0
T3184,C329,45641,20457,0,42129,87770,CASH_OUT,USA,Laptop,0,0,0
T3185,C25,36974,42059,5085,49263,86237,TRANSFER,India,Tablet,0,0,0
T3186,C327,29478,15591,0,17175,46653,PAYMENT,China,Mobile,1,0,0
T3187,C153,6689,42885,36196,15381,22070,CASH_OUT,India,Tablet,1,1,0
T3188,C344,27228,8888,0,28978,56206,CASH_OUT,USA,Mobile,0,1,0
T3189,C159,15052,3330,0,1403,16455,TRANSFER,China,Laptop,0,0,0
T3190,C170,40742,15658,0,49774,90516,CASH_OUT,UK,Laptop,0,0,0
T3191,C407,11091,7914,0,2450,13541,PAYMENT,UK,Mobile,1,1,1
T3192,C186,17045,35563,18518,34118,51163,TRANSFER,Nigeria,Mobile,1,0,0
T3193,C127,17560,1332,0,14748,32308,TRANSFER,China,Tablet,0,0,0
T3194,C468,1102,48847,47745,46527,47629,CASH_IN,USA,ATM,0,1,0
T3195,C401,26972,36896,9924,39987,66959,PAYMENT,Nigeria,Mobile,0,1,0
T3196,C79,29254,17546,0,37503,66757,CASH_IN,India,ATM,0,0,0
T3197,C21,30126,7921,0,15133,45259,CASH_OUT,UK,Tablet,0,0,0
T3198,C70,11404,14154,2750,18534,29938,PAYMENT,China,Laptop,0,0,0
T3199,C402,13438,49084,35646,29540,42978,CASH_IN,USA,ATM,1,1,1
T3200,C224,2313,30140,27827,2536,4849,CASH_IN,UK,Mobile,0,0,0
T3201,C480,32710,19082,0,42575,75285,CASH_OUT,China,Mobile,1,1,1
T3202,C135,35610,39883,4273,11468,47078,PAYMENT,UK,Laptop,0,1,0
T3203,C286,13439,1582,0,3994,17433,PAYMENT,Nigeria,ATM,1,1,1
T3204,C172,21233,15735,0,26886,48119,CASH_IN,China,Tablet,0,0,0
T3205,C289,18665,37981,19316,30226,48891,CASH_IN,Nigeria,ATM,0,0,0
T3206,C156,39272,47154,7882,30710,69982,TRANSFER,UK,ATM,1,1,1
T3207,C82,10880,41585,30705,31121,42001,CASH_OUT,Nigeria,ATM,0,0,0
T3208,C463,36378,23201,0,19662,56040,CASH_OUT,China,Mobile,1,0,0
T3209,C22,34372,43387,9015,34991,69363,TRANSFER,India,Tablet,1,1,1
T3210,C338,34550,45464,10914,26964,61514,CASH_IN,USA,ATM,1,1,1
T3211,C478,49813,40119,0,11671,61484,CASH_OUT,UK,Mobile,0,1,0
T3212,C188,26422,24257,0,11012,37434,PAYMENT,China,Tablet,0,0,0
T3213,C351,2826,34412,31586,46885,49711,CASH_IN,Nigeria,Laptop,0,1,0
T3214,C237,14373,5100,0,15945,30318,TRANSFER,Russia,Mobile,0,1,0
T3215,C378,20193,35414,15221,37915,58108,CASH_OUT,Russia,Laptop,1,1,1
T3216,C139,26418,2141,0,13112,39530,CASH_OUT,USA,Laptop,1,1,1
T3217,C379,37172,13705,0,8699,45871,PAYMENT,China,Tablet,0,0,0
T3218,C200,1375,36009,34634,45272,46647,PAYMENT,Russia,Laptop,0,1,0
T3219,C387,25199,44417,19218,26482,51681,TRANSFER,China,Tablet,0,0,0
T3220,C413,14800,49664,34864,6282,21082,CASH_IN,Nigeria,Mobile,1,0,0
T3221,C74,15374,24954,9580,14618,29992,PAYMENT,Nigeria,Mobile,1,1,1
T3222,C187,9430,35222,25792,35956,45386,PAYMENT,Russia,ATM,0,1,0
T3223,C412,21887,3430,0,33424,55311,CASH_OUT,USA,Laptop,1,0,0
T3224,C109,32147,49217,17070,3979,36126,PAYMENT,UK,Tablet,0,1,0
T3225,C365,4748,9687,4939,40846,45594,TRANSFER,Nigeria,Laptop,0,1,0
T3226,C55,10911,44549,33638,28592,39503,CASH_OUT,India,ATM,0,1,0
T3227,C108,38499,15286,0,39490,77989,CASH_OUT,Nigeria,Laptop,1,1,1
T3228,C195,45072,22880,0,41836,86908,TRANSFER,Russia,ATM,1,0,0
T3229,C448,34089,7585,0,31433,65522,CASH_IN,UK,Mobile,0,0,0
T3230,C199,12630,24814,12184,25118,37748,TRANSFER,China,Tablet,1,0,0
T3231,C121,23273,41752,18479,22177,45450,CASH_OUT,Nigeria,Laptop,0,1,0
T3232,C90,33098,38411,5313,17540,50638,CASH_OUT,Nigeria,Tablet,1,0,0
T3233,C432,17295,40412,23117,42359,59654,TRANSFER,Russia,Laptop,0,0,0
T3234,C270,49441,6420,0,33890,83331,PAYMENT,Russia,Mobile,1,0,0
T3235,C304,10313,45174,34861,48300,58613,PAYMENT,UK,Laptop,0,0,0
T3236,C373,11594,33177,21583,31222,42816,PAYMENT,Nigeria,ATM,1,0,0
T3237,C378,13655,17871,4216,35951,49606,CASH_OUT,China,Laptop,1,1,1
T3238,C495,18054,25426,7372,44566,62620,TRANSFER,USA,Tablet,1,1,1
T3239,C204,44835,7640,0,22712,67547,PAYMENT,Russia,Tablet,1,1,1
T3240,C186,29780,10199,0,13984,43764,TRANSFER,UK,Laptop,0,1,0
T3241,C315,10986,3292,0,39470,50456,CASH_OUT,UK,Mobile,1,1,1
T3242,C23,32131,38001,5870,34089,66220,TRANSFER,China,Laptop,1,1,1
T3243,C329,43486,2676,0,12181,55667,PAYMENT,India,Mobile,1,0,0
T3244,C325,37166,24336,0,21408,58574,TRANSFER,Russia,ATM,1,1,1
T3245,C416,43287,41344,0,43969,87256,CASH_OUT,India,Laptop,1,0,0
T3246,C482,9679,41416,31737,34699,44378,TRANSFER,UK,ATM,1,1,0
T3247,C74,13754,25830,12076,32458,46212,TRANSFER,UK,Tablet,1,1,1
T3248,C366,20597,6592,0,44561,65158,PAYMENT,UK,Tablet,1,0,0
T3249,C73,19799,15571,0,3206,23005,TRANSFER,Nigeria,ATM,0,0,0
T3250,C481,15728,18011,2283,28530,44258,PAYMENT,India,Mobile,1,0,0
T3251,C59,32337,43670,11333,45503,77840,PAYMENT,USA,Tablet,0,0,0
T3252,C88,27631,34347,6716,30924,58555,TRANSFER,UK,Mobile,1,1,1
T3253,C219,17317,48275,30958,2314,19631,TRANSFER,USA,Laptop,1,1,1
T3254,C493,49974,49900,0,9226,59200,CASH_OUT,India,Mobile,1,1,1
T3255,C393,9486,20508,11022,5909,15395,PAYMENT,India,Laptop,1,1,0
T3256,C275,47674,5710,0,40584,88258,PAYMENT,China,Tablet,0,0,0
T3257,C406,42936,43674,738,7697,50633,CASH_IN,India,ATM,0,0,0
T3258,C117,16011,40006,23995,20660,36671,CASH_OUT,Nigeria,ATM,0,1,0
T3259,C295,41660,1517,0,15736,57396,CASH_IN,USA,Laptop,0,0,0
T3260,C69,12045,47654,35609,8606,20651,PAYMENT,USA,ATM,0,1,0
T3261,C172,5660,34255,28595,4428,10088,CASH_OUT,China,Laptop,1,1,0
T3262,C312,3591,36792,33201,8730,12321,PAYMENT,India,Tablet,0,0,0
T3263,C128,24522,33956,9434,18497,43019,CASH_OUT,China,Laptop,0,1,0
T3264,C176,24015,14061,0,45608,69623,PAYMENT,Russia,ATM,1,0,0
T3265,C457,1306,6442,5136,17743,19049,CASH_OUT,UK,ATM,1,1,0
T3266,C358,9917,34162,24245,11317,21234,PAYMENT,Russia,Laptop,1,0,0
T3267,C107,11668,31963,20295,26915,38583,CASH_OUT,China,Tablet,1,0,0
T3268,C296,35755,29612,0,48332,84087,CASH_OUT,China,Mobile,1,0,0
T3269,C401,8338,22992,14654,18291,26629,TRANSFER,Russia,Tablet,1,1,0
T3270,C260,46541,37872,0,40585,87126,CASH_IN,USA,Tablet,1,1,1
T3271,C54,28473,30345,1872,21203,49676,CASH_OUT,UK,Mobile,1,0,0
T3272,C76,12687,45060,32373,6312,18999,CASH_IN,Russia,Tablet,0,0,0
T3273,C473,8823,40879,32056,25205,34028,CASH_OUT,India,Laptop,0,0,0
T3274,C178,38660,38221,0,36326,74986,CASH_IN,China,Tablet,1,0,0
T3275,C156,24708,18424,0,31065,55773,TRANSFER,Nigeria,Mobile,1,0,0
T3276,C486,31791,12856,0,48446,80237,CASH_IN,USA,Mobile,0,0,0
T3277,C201,7420,42218,34798,22691,30111,TRANSFER,USA,ATM,0,0,0
T3278,C438,40780,6829,0,32359,73139,TRANSFER,India,ATM,1,1,1
T3279,C42,46054,37178,0,1323,47377,TRANSFER,Russia,ATM,0,1,0
T3280,C336,44130,26545,0,32839,76969,CASH_IN,China,Mobile,1,0,0
T3281,C389,8193,47415,39222,8555,16748,TRANSFER,USA,Mobile,0,0,0
T3282,C351,43155,33362,0,34799,77954,CASH_OUT,Nigeria,Mobile,0,0,0
T3283,C384,40177,28972,0,5234,45411,PAYMENT,Nigeria,Laptop,0,0,0
T3284,C287,16586,49773,33187,49706,66292,TRANSFER,India,Mobile,1,0,0
T3285,C8,31660,4227,0,36352,68012,CASH_OUT,UK,Mobile,0,0,0
T3286,C467,11905,30794,18889,15714,27619,PAYMENT,Russia,Laptop,1,0,0
T3287,C183,7652,37990,30338,6729,14381,TRANSFER,Nigeria,Mobile,1,0,0
T3288,C19,36208,38569,2361,42390,78598,CASH_IN,Russia,ATM,1,1,1
T3289,C485,13094,8753,0,44407,57501,CASH_IN,China,ATM,1,1,1
T3290,C86,25853,5743,0,35502,61355,CASH_IN,Russia,Laptop,1,0,0
T3291,C9,48753,31449,0,47897,96650,CASH_OUT,USA,ATM,1,1,1
T3292,C20,35818,40403,4585,47941,83759,CASH_IN,UK,Laptop,1,0,0
T3293,C347,5335,22851,17516,26878,32213,CASH_OUT,Russia,Mobile,1,1,0
T3294,C202,38511,22170,0,43756,82267,CASH_OUT,India,Mobile,1,1,1
T3295,C424,39864,6811,0,15941,55805,CASH_IN,USA,Mobile,0,0,0
T3296,C266,26430,34360,7930,3577,30007,CASH_OUT,USA,Laptop,1,0,0
T3297,C35,33173,48279,15106,23663,56836,TRANSFER,Nigeria,ATM,0,1,0
T3298,C303,12467,2845,0,7497,19964,CASH_IN,Nigeria,Mobile,1,1,1
T3299,C380,45408,41659,0,46285,91693,CASH_IN,Russia,Tablet,1,0,0
T3300,C222,38086,4139,0,21751,59837,TRANSFER,Nigeria,Tablet,0,1,0
T3301,C419,47664,7435,0,7027,54691,PAYMENT,Nigeria,Laptop,1,1,1
T3302,C313,16879,2305,0,47814,64693,TRANSFER,Russia,Mobile,1,1,1
T3303,C481,20256,34752,14496,32241,52497,PAYMENT,Nigeria,Laptop,0,0,0
T3304,C426,24993,26280,1287,45630,70623,TRANSFER,China,ATM,0,0,0
T3305,C456,43630,44828,1198,37702,81332,TRANSFER,USA,Tablet,1,1,1
T3306,C149,41775,48367,6592,23732,65507,TRANSFER,Russia,Tablet,0,1,0
T3307,C119,36729,25195,0,23689,60418,CASH_OUT,China,Mobile,0,0,0
T3308,C27,24350,44043,19693,36496,60846,PAYMENT,Russia,Laptop,0,1,0
T3309,C166,46029,18618,0,16844,62873,PAYMENT,Nigeria,Mobile,0,1,0
T3310,C143,16089,7283,0,46576,62665,CASH_OUT,UK,ATM,1,0,0
T3311,C392,31240,45135,13895,10103,41343,CASH_IN,UK,Mobile,1,0,0
T3312,C318,22786,12939,0,26549,49335,CASH_OUT,China,ATM,0,1,0
T3313,C382,41728,47635,5907,30097,71825,TRANSFER,UK,ATM,0,0,0
T3314,C250,21170,4745,0,36778,57948,CASH_IN,Russia,Mobile,1,1,1
T3315,C185,18289,15376,0,24928,43217,CASH_OUT,UK,Tablet,1,1,1
T3316,C165,26361,4205,0,12683,39044,CASH_OUT,India,ATM,1,0,0
T3317,C461,45004,33389,0,41842,86846,PAYMENT,India,Laptop,1,0,0
T3318,C125,12778,49345,36567,46212,58990,CASH_IN,UK,Tablet,1,0,0
T3319,C448,10838,15238,4400,3489,14327,CASH_IN,USA,Tablet,0,1,0
T3320,C40,28676,30310,1634,29747,58423,CASH_OUT,India,ATM,1,1,1
T3321,C115,17342,48804,31462,14268,31610,PAYMENT,USA,ATM,1,0,0
T3322,C83,10476,44627,34151,32860,43336,TRANSFER,Nigeria,Laptop,0,0,0
T3323,C469,2230,34438,32208,49336,51566,CASH_OUT,UK,Mobile,0,0,0
T3324,C332,27034,36048,9014,35943,62977,TRANSFER,Russia,ATM,0,0,0
T3325,C481,3152,39165,36013,35019,38171,TRANSFER,Nigeria,ATM,0,0,0
T3326,C41,23,16980,16957,40164,40187,PAYMENT,China,Mobile,1,0,0
T3327,C414,8523,45524,37001,22443,30966,PAYMENT,USA,Mobile,0,1,0
T3328,C276,8456,22912,14456,2332,10788,CASH_OUT,Russia,ATM,0,1,0
T3329,C133,26051,24548,0,8739,34790,CASH_OUT,UK,Laptop,0,0,0
T3330,C282,30404,6823,0,27118,57522,CASH_IN,China,Laptop,0,1,0
T3331,C70,21187,29189,8002,9823,31010,PAYMENT,Russia,ATM,0,0,0
T3332,C278,15283,17671,2388,8547,23830,TRANSFER,China,Tablet,0,0,0
T3333,C446,49172,13241,0,26305,75477,CASH_OUT,UK,ATM,1,1,1
T3334,C488,2056,12538,10482,22758,24814,TRANSFER,Nigeria,ATM,0,0,0
T3335,C436,36757,45488,8731,9063,45820,CASH_OUT,USA,Mobile,1,1,1
T3336,C154,4804,31919,27115,5573,10377,CASH_OUT,Russia,ATM,1,0,0
T3337,C122,45901,31623,0,20669,66570,TRANSFER,Russia,ATM,0,1,0
T3338,C495,13049,37385,24336,45572,58621,PAYMENT,UK,Tablet,0,1,0
T3339,C185,6223,42998,36775,47608,53831,TRANSFER,Russia,Laptop,0,0,0
T3340,C10,44299,38893,0,47894,92193,CASH_OUT,China,ATM,1,0,0
T3341,C123,7080,16205,9125,33493,40573,CASH_IN,Russia,Tablet,1,1,0
T3342,C13,8806,1694,0,33430,42236,PAYMENT,Russia,ATM,0,1,0
T3343,C434,7149,31850,24701,8602,15751,CASH_OUT,China,ATM,1,0,0
T3344,C141,26283,39884,13601,11028,37311,TRANSFER,UK,Mobile,1,0,0
T3345,C192,666,19736,19070,7458,8124,CASH_IN,UK,Mobile,1,0,0
T3346,C316,18799,44054,25255,19285,38084,CASH_OUT,Nigeria,ATM,0,0,0
T3347,C136,8047,6918,0,28266,36313,PAYMENT,Nigeria,Mobile,0,0,0
T3348,C470,8137,5591,0,13100,21237,PAYMENT,USA,Tablet,0,1,0
T3349,C69,21481,28284,6803,14120,35601,TRANSFER,Nigeria,Mobile,0,1,0
T3350,C424,8122,43586,35464,21651,29773,CASH_OUT,India,Tablet,0,0,0
T3351,C97,48724,23954,0,25541,74265,TRANSFER,Nigeria,Laptop,1,1,1
T3352,C117,12965,1107,0,16569,29534,CASH_IN,India,Mobile,1,0,0
T3353,C371,590,13595,13005,23330,23920,CASH_IN,China,Laptop,1,0,0
T3354,C315,49570,26864,0,36531,86101,CASH_OUT,Nigeria,Tablet,1,0,0
T3355,C398,29817,44521,14704,21627,51444,TRANSFER,UK,ATM,1,1,1
T3356,C413,45586,46418,832,44418,90004,CASH_OUT,USA,Laptop,0,0,0
T3357,C364,45149,5247,0,27733,72882,TRANSFER,China,Tablet,0,0,0
T3358,C9,15623,44803,29180,11795,27418,PAYMENT,USA,Mobile,0,0,0
T3359,C253,40559,34038,0,3541,44100,TRANSFER,China,Mobile,1,0,0
T3360,C32,6617,38137,31520,44477,51094,CASH_IN,UK,Mobile,1,0,0
T3361,C25,33921,5260,0,27647,61568,CASH_OUT,UK,Laptop,1,1,1
T3362,C226,9169,33282,24113,12623,21792,CASH_IN,Russia,Laptop,1,1,0
T3363,C111,45439,23387,0,26123,71562,CASH_IN,China,Laptop,0,1,0
T3364,C365,21460,22926,1466,46861,68321,CASH_IN,India,Mobile,1,1,1
T3365,C382,18928,36694,17766,13365,32293,CASH_OUT,Nigeria,ATM,0,1,0
T3366,C49,1222,21959,20737,8847,10069,CASH_OUT,Nigeria,Tablet,1,1,0
T3367,C423,16469,27881,11412,27989,44458,TRANSFER,USA,Laptop,0,0,0
T3368,C97,13717,39857,26140,31379,45096,PAYMENT,UK,Tablet,0,0,0
T3369,C454,34153,5776,0,25601,59754,CASH_OUT,China,Tablet,1,1,1
T3370,C393,13745,41371,27626,33830,47575,CASH_OUT,USA,Laptop,1,0,0
T3371,C244,34258,15735,0,11214,45472,TRANSFER,Nigeria,Tablet,1,0,0
T3372,C459,38497,39585,1088,17151,55648,CASH_OUT,UK,Tablet,0,1,0
T3373,C349,40834,7840,0,42205,83039,TRANSFER,Russia,Mobile,1,1,1
T3374,C408,16910,15644,0,3925,20835,CASH_OUT,UK,Laptop,0,1,0
T3375,C362,21910,29673,7763,25879,47789,TRANSFER,Nigeria,Mobile,0,1,0
T3376,C62,43786,23218,0,23963,67749,CASH_IN,Russia,Laptop,0,0,0
T3377,C484,30936,15662,0,4020,34956,CASH_OUT,USA,ATM,0,1,0
T3378,C279,26234,27216,982,10986,37220,CASH_IN,USA,Tablet,0,1,0
T3379,C24,24469,40914,16445,19753,44222,TRANSFER,USA,ATM,0,0,0
T3380,C254,20801,16103,0,27350,48151,TRANSFER,Russia,ATM,0,0,0
T3381,C161,13087,10407,0,11820,24907,TRANSFER,UK,ATM,1,1,1
T3382,C191,22169,9536,0,24965,47134,CASH_IN,Russia,Laptop,1,1,1
T3383,C250,6111,46431,40320,27076,33187,PAYMENT,China,Tablet,1,0,0
T3384,C56,41015,43827,2812,40062,81077,PAYMENT,Nigeria,Laptop,0,0,0
T3385,C240,37912,34177,0,8394,46306,PAYMENT,India,Tablet,0,0,0
T3386,C217,4371,34752,30381,44583,48954,PAYMENT,India,Tablet,0,0,0
T3387,C265,30983,33555,2572,20062,51045,PAYMENT,Russia,Tablet,0,0,0
T3388,C321,26961,19782,0,38015,64976,PAYMENT,China,ATM,0,0,0
T3389,C362,43740,26753,0,32461,76201,CASH_IN,Russia,Laptop,0,0,0
T3390,C440,36441,30317,0,3360,39801,TRANSFER,India,Mobile,1,0,0
T3391,C242,28142,6843,0,28646,56788,PAYMENT,Russia,ATM,1,1,1
T3392,C353,328,31259,30931,43959,44287,CASH_IN,China,ATM,0,1,0
T3393,C132,36081,45532,9451,42083,78164,CASH_IN,UK,Mobile,0,1,0
T3394,C481,3638,23212,19574,27979,31617,PAYMENT,UK,Laptop,0,0,0
T3395,C8,20910,29397,8487,35515,56425,CASH_OUT,USA,Tablet,1,1,1
T3396,C252,21484,14315,0,11693,33177,CASH_IN,Nigeria,ATM,1,0,0
T3397,C271,22567,35097,12530,40155,62722,TRANSFER,USA,Mobile,0,0,0
T3398,C287,42289,7953,0,4177,46466,PAYMENT,Russia,Laptop,0,1,0
T3399,C28,19009,4053,0,37408,56417,PAYMENT,Russia,Laptop,0,1,0
T3400,C428,27945,46747,18802,37854,65799,PAYMENT,UK,Tablet,1,0,0
T3401,C89,40712,17493,0,27758,68470,TRANSFER,China,Laptop,0,0,0
T3402,C334,2599,16958,14359,30746,33345,CASH_IN,India,Mobile,1,1,0
T3403,C365,41528,40830,0,11196,52724,TRANSFER,UK,Tablet,0,1,0
T3404,C214,30,29016,28986,34382,34412,CASH_OUT,China,Laptop,0,0,0
T3405,C13,43064,38160,0,33315,76379,PAYMENT,Russia,Mobile,1,1,1
T3406,C208,21149,38878,17729,48148,69297,TRANSFER,UK,Laptop,1,0,0
T3407,C254,15236,26614,11378,43597,58833,CASH_IN,Nigeria,Laptop,1,1,1
T3408,C195,596,4223,3627,6199,6795,PAYMENT,Russia,Laptop,0,0,0
T3409,C371,46322,20033,0,1909,48231,CASH_OUT,Russia,Laptop,1,0,0
T3410,C195,24870,16850,0,47470,72340,CASH_IN,UK,ATM,0,1,0
T3411,C171,31620,33502,1882,18753,50373,CASH_IN,Russia,ATM,1,1,1
T3412,C263,22092,13984,0,12318,34410,PAYMENT,Russia,Tablet,1,1,1
T3413,C480,763,23390,22627,29286,30049,PAYMENT,India,ATM,0,1,0
T3414,C358,47410,34978,0,26072,73482,CASH_OUT,USA,Mobile,1,1,1
T3415,C66,29529,29978,449,14805,44334,CASH_OUT,USA,Mobile,0,0,0
T3416,C250,37457,29409,0,39854,77311,TRANSFER,Russia,Tablet,1,0,0
T3417,C397,22936,5178,0,33599,56535,TRANSFER,China,Laptop,1,1,1
T3418,C305,15032,18456,3424,25887,40919,PAYMENT,USA,Tablet,1,1,1
T3419,C88,22025,10148,0,32639,54664,CASH_OUT,India,ATM,0,0,0
T3420,C177,46051,41185,0,28522,74573,PAYMENT,Nigeria,Mobile,0,1,0
T3421,C445,13281,34160,20879,44688,57969,CASH_IN,China,Laptop,1,1,1
T3422,C340,24203,31829,7626,26608,50811,CASH_IN,Russia,Tablet,1,1,1
T3423,C31,24582,43685,19103,7106,31688,PAYMENT,Russia,Laptop,1,1,1
T3424,C130,46299,14671,0,47136,93435,PAYMENT,UK,Laptop,1,1,1
T3425,C172,1235,1495,260,46410,47645,CASH_OUT,Nigeria,Mobile,0,0,0
T3426,C482,17327,3111,0,23213,40540,PAYMENT,UK,Tablet,0,0,0
T3427,C97,25687,20389,0,40109,65796,TRANSFER,China,Laptop,0,0,0
T3428,C105,41721,20954,0,5903,47624,CASH_IN,UK,ATM,1,0,0
T3429,C234,4025,11071,7046,35348,39373,CASH_IN,UK,Laptop,1,1,0
T3430,C432,34679,28802,0,9987,44666,TRANSFER,India,Laptop,0,1,0
T3431,C299,21081,23058,1977,16800,37881,CASH_IN,Nigeria,Tablet,1,0,0
T3432,C22,24442,24764,322,26285,50727,CASH_IN,USA,Mobile,1,1,1
T3433,C140,16243,41851,25608,27665,43908,CASH_OUT,Russia,Laptop,1,0,0
T3434,C273,14433,36448,22015,46507,60940,TRANSFER,India,Tablet,1,0,0
T3435,C386,22450,3081,0,14610,37060,CASH_OUT,USA,ATM,0,1,0
T3436,C184,44936,41275,0,35488,80424,CASH_IN,India,Laptop,1,0,0
T3437,C284,11452,1283,0,33375,44827,CASH_IN,India,Mobile,0,1,0
T3438,C223,45025,7615,0,42559,87584,CASH_IN,Russia,Tablet,0,1,0
T3439,C53,2147,15412,13265,22246,24393,TRANSFER,USA,Tablet,1,1,0
T3440,C230,7242,19891,12649,2393,9635,CASH_IN,China,Laptop,1,1,0
T3441,C109,28415,31886,3471,45425,73840,CASH_OUT,Nigeria,Mobile,0,0,0
T3442,C357,23073,1932,0,39784,62857,CASH_OUT,China,Tablet,0,0,0
T3443,C1,24976,24298,0,25422,50398,CASH_IN,Russia,Mobile,1,1,1
T3444,C16,24517,10706,0,28151,52668,TRANSFER,Russia,Tablet,0,0,0
T3445,C69,30427,34591,4164,48906,79333,PAYMENT,China,ATM,1,1,1
T3446,C411,22733,6520,0,4403,27136,PAYMENT,UK,ATM,1,0,0
T3447,C201,23779,30075,6296,12780,36559,CASH_IN,Nigeria,Laptop,1,1,1
T3448,C375,13453,2516,0,7027,20480,PAYMENT,Nigeria,ATM,1,0,0
T3449,C303,9947,17920,7973,32722,42669,PAYMENT,USA,ATM,0,0,0
T3450,C54,15103,42585,27482,31511,46614,TRANSFER,USA,Mobile,1,0,0
T3451,C331,8619,49703,41084,19157,27776,CASH_OUT,USA,Mobile,1,0,0
T3452,C344,21845,43347,21502,3691,25536,PAYMENT,USA,ATM,0,1,0
T3453,C111,14829,48155,33326,13295,28124,CASH_OUT,India,ATM,1,0,0
T3454,C232,23854,11033,0,40684,64538,CASH_OUT,UK,Laptop,0,1,0
T3455,C165,30446,20751,0,34907,65353,CASH_IN,Nigeria,ATM,0,0,0
T3456,C36,34022,1531,0,13607,47629,PAYMENT,Nigeria,ATM,1,0,0
T3457,C120,14664,14397,0,39988,54652,TRANSFER,China,ATM,0,1,0
T3458,C374,5454,15276,9822,25169,30623,TRANSFER,Russia,ATM,1,1,0
T3459,C207,21135,16877,0,17745,38880,CASH_OUT,India,ATM,1,1,1
T3460,C119,4950,34444,29494,21862,26812,TRANSFER,Nigeria,Mobile,1,0,0
T3461,C236,24610,4855,0,7116,31726,PAYMENT,China,ATM,1,1,1
T3462,C353,41302,25288,0,21463,62765,CASH_OUT,China,ATM,1,1,1
T3463,C91,1781,44266,42485,27863,29644,PAYMENT,India,Laptop,1,1,0
T3464,C296,14973,45990,31017,49704,64677,PAYMENT,China,Mobile,1,0,0
T3465,C61,27074,49431,22357,41892,68966,TRANSFER,USA,ATM,0,1,0
T3466,C183,20076,20487,411,23798,43874,CASH_IN,China,ATM,0,0,0
T3467,C424,13118,25570,12452,47768,60886,PAYMENT,UK,Tablet,1,0,0
T3468,C33,3825,13082,9257,14482,18307,CASH_IN,Nigeria,Laptop,0,1,0
T3469,C379,29918,1686,0,23132,53050,CASH_IN,Russia,ATM,1,1,1
